review_uid,review_type,review_source,source_file,proposal_id,title,title_norm,author,evaluator,overall_score,review_text,Relevance_to_Emergent_Phenomena,Novelty_and_Significance,Rigor_of_Approach,Scope_and_Timeline,Synthesis_Focus,Data_Identification,Open_Science_Commitment,proposal_uid
ncems-ai-0099,ncems_criteria,ai,ncems_reviews_rephrased.json,synthesizing the emergence of autophagosomes at ermitochondria contact sites,Synthesizing the Emergence of Autophagosomes at ER-Mitochondria Contact Sites,synthesizing the emergence of autophagosomes at ermitochondria contact sites,gemini-3-pro-preview,gpt-5.2,3.8,"This proposal addresses a significant mesoscale emergence problem in cell biology by integrating diverse public datasets to model autophagosome biogenesis. The project's strengths lie in its clear framing of emergence, exclusive reliance on public data, and a multidisciplinary integration plan. However, significant methodological and practical weaknesses exist regarding dataset selection, data harmonization, validation strategies, and the ambitious scope of generative modeling.",5.0,4.0,3.0,3.0,5.0,3.0,4.0,gemini-3-pro-preview::synthesizing the emergence of autophagosomes at ermitochondria contact sites
ncems-ai-0100,ncems_criteria,ai,ncems_reviews_rephrased.json,synthesizing the emergence of autophagosomes at ermitochondria contact sites,Synthesizing the Emergence of Autophagosomes at ER-Mitochondria Contact Sites,synthesizing the emergence of autophagosomes at ermitochondria contact sites,gemini-3-pro-preview,gemini-3-pro-preview,4.2,"This proposal is highly innovative and relevant, aiming to synthesize diverse biological data using advanced AI to understand emergent phenomena in cell biology. The project's strengths lie in its novel approach, strong open science commitment, and focus on data synthesis. However, significant concerns exist regarding the feasibility of integrating disparate data types and a lack of detailed discussion on data limitations and timelines.",5.0,5.0,4.0,3.0,5.0,3.0,5.0,gemini-3-pro-preview::synthesizing the emergence of autophagosomes at ermitochondria contact sites
ncems-ai-0101,ncems_criteria,ai,ncems_reviews_rephrased.json,synthesizing the emergence of autophagosomes at ermitochondria contact sites,Synthesizing the Emergence of Autophagosomes at ER-Mitochondria Contact Sites,synthesizing the emergence of autophagosomes at ermitochondria contact sites,gemini-3-pro-preview,claude-opus-4-5,3.5,"This proposal addresses a scientifically relevant question regarding emergent phenomena in autophagosome formation using an innovative, transdisciplinary approach. While the scientific merit and open science commitment are strong, significant concerns exist regarding the feasibility and rigor of the proposed methodology. Addressing the lack of a detailed timeline, specific data identification, and robust validation strategies would substantially improve the proposal.",5.0,4.0,3.0,2.0,5.0,3.0,4.0,gemini-3-pro-preview::synthesizing the emergence of autophagosomes at ermitochondria contact sites
ncems-ai-0102,ncems_criteria,ai,ncems_reviews_rephrased.json,emergent cargo sorting dynamics in extracellular vesicle biogenesis,Emergent Cargo Sorting Dynamics in Extracellular Vesicle Biogenesis,emergent cargo sorting dynamics in extracellular vesicle biogenesis,gemini-3-pro-preview,gpt-5.2,3.8,"This proposal addresses emergent phenomena in EV biogenesis by integrating multi-omics and imaging data using advanced computational methods. While the innovative approach and focus on community-scale synthesis are commendable, significant concerns exist regarding the rigor of the methodology and overall feasibility. Specific details on data harmonization, model validation, and contingency planning are underdeveloped.",5.0,4.0,3.0,3.0,5.0,3.0,4.0,gemini-3-pro-preview::emergent cargo sorting dynamics in extracellular vesicle biogenesis
ncems-ai-0103,ncems_criteria,ai,ncems_reviews_rephrased.json,emergent cargo sorting dynamics in extracellular vesicle biogenesis,Emergent Cargo Sorting Dynamics in Extracellular Vesicle Biogenesis,emergent cargo sorting dynamics in extracellular vesicle biogenesis,gemini-3-pro-preview,gemini-3-pro-preview,4.2,"This proposal offers a highly innovative and relevant approach to studying the emergence of extracellular vesicles, leveraging advanced AI to synthesize existing data. Its strengths include a strong open science commitment and a compelling scientific focus. However, concerns exist regarding feasibility due to the lack of a timeline and insufficient discussion of inherent limitations in public EV datasets.",5.0,5.0,4.0,3.0,5.0,3.0,5.0,gemini-3-pro-preview::emergent cargo sorting dynamics in extracellular vesicle biogenesis
ncems-ai-0104,ncems_criteria,ai,ncems_reviews_rephrased.json,emergent cargo sorting dynamics in extracellular vesicle biogenesis,Emergent Cargo Sorting Dynamics in Extracellular Vesicle Biogenesis,emergent cargo sorting dynamics in extracellular vesicle biogenesis,gemini-3-pro-preview,claude-opus-4-5,3.5,"This proposal offers a sophisticated and innovative approach to understanding extracellular vesicle biogenesis as a mesoscale emergent phenomenon, aligning well with the mission. The project is commendable for its strong commitment to open science and its transdisciplinary team. However, significant concerns regarding feasibility, methodological rigor, and data limitations temper enthusiasm, necessitating more concrete implementation plans and realistic scoping.",5.0,4.0,3.0,2.0,5.0,3.0,4.0,gemini-3-pro-preview::emergent cargo sorting dynamics in extracellular vesicle biogenesis
ncems-ai-0105,ncems_criteria,ai,ncems_reviews_rephrased.json,decoding the emergence of viral inclusion bodies and host cell hijacking,Decoding the Emergence of Viral Inclusion Bodies and Host Cell Hijacking,decoding the emergence of viral inclusion bodies and host cell hijacking,gemini-3-pro-preview,gpt-5.2,3.8,"This proposal addresses emergent phenomena in viral inclusion bodies by integrating diverse public datasets using multimodal machine learning. While the conceptual framing and collaborative approach are strong, significant methodological details and feasibility concerns require further clarification. Specifically, the review highlights the need for greater specificity regarding data prioritization, phenotype labeling, batch effect control, validation strategies, and contingency planning for data scarcity.",5.0,4.0,3.0,3.0,5.0,3.0,4.0,gemini-3-pro-preview::decoding the emergence of viral inclusion bodies and host cell hijacking
ncems-ai-0106,ncems_criteria,ai,ncems_reviews_rephrased.json,decoding the emergence of viral inclusion bodies and host cell hijacking,Decoding the Emergence of Viral Inclusion Bodies and Host Cell Hijacking,decoding the emergence of viral inclusion bodies and host cell hijacking,gemini-3-pro-preview,gemini-3-pro-preview,4.2,"This proposal is highly innovative and relevant, employing AI to synthesize public multi-omics and imaging data to understand viral emergence. It demonstrates a strong commitment to open science. However, the ambitious scope and timeline present feasibility challenges, and the proposal could more thoroughly address the limitations of the public datasets.",5.0,5.0,4.0,3.0,5.0,3.0,5.0,gemini-3-pro-preview::decoding the emergence of viral inclusion bodies and host cell hijacking
ncems-ai-0107,ncems_criteria,ai,ncems_reviews_rephrased.json,decoding the emergence of viral inclusion bodies and host cell hijacking,Decoding the Emergence of Viral Inclusion Bodies and Host Cell Hijacking,decoding the emergence of viral inclusion bodies and host cell hijacking,gemini-3-pro-preview,claude-opus-4-5,3.8,"This proposal presents a compelling project focused on understanding emergent phenomena in viral inclusion body formation through data synthesis. The project's central theme of mesoscale emergence aligns well with the mission. While the approach is novel and the team is well-structured, the methodology lacks specific technical details, and the feasibility is challenged by the ambitious scope and timeline.",5.0,4.0,3.0,3.0,5.0,3.0,4.0,gemini-3-pro-preview::decoding the emergence of viral inclusion bodies and host cell hijacking
ncems-ai-0108,ncems_criteria,ai,ncems_reviews_rephrased.json,synthesizing the emergent biophysics of centrosome maturation and spindle bipolarity,Synthesizing the Emergent Biophysics of Centrosome Maturation and Spindle Bipolarity,synthesizing the emergent biophysics of centrosome maturation and spindle bipolarity,gemini-3-pro-preview,gpt-5.2,3.8,"This proposal demonstrates strong scientific merit by addressing mesoscale emergence through the integration of multi-modal data (proteomics, cryo-ET, live-cell dynamics) to model centrosome maturation and spindle bipolarity. The conceptual framing and cross-disciplinary approach are compelling and well-aligned with the call's objectives. However, significant concerns exist regarding methodological specificity, data handling, and feasibility within the proposed timeline.",5.0,4.0,3.0,3.0,5.0,3.0,4.0,gemini-3-pro-preview::synthesizing the emergent biophysics of centrosome maturation and spindle bipolarity
